order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales
CA-2018-117947,2018-08-18,2018-08-23,Second Class,NG-18355,FUR-FU-10003849,40.48
CA-2018-117947,2018-08-18,2018-08-23,Second Class,NG-18355,FUR-FU-10000010,9.94
CA-2018-117947,2018-08-18,2018-08-23,Second Class,NG-18355,OFF-BI-10002824,107.424
CA-2018-117947,2018-08-18,2018-08-23,Second Class,NG-18355,TEC-PH-10002538,37.91
CA-2018-117947,2018-08-18,2018-08-23,Second Class,NG-18355,FUR-FU-10000521,88.02
US-2015-111171,2015-12-26,2015-12-31,Standard Class,CA-12265,OFF-BI-10002103,8.69
CA-2016-138009,2016-11-29,2016-12-03,Standard Class,SF-20965,FUR-CH-10004853,301.96
CA-2016-138009,2016-11-29,2016-12-03,Standard Class,SF-20965,OFF-AP-10000179,555.21
CA-2016-138009,2016-11-29,2016-12-03,Standard Class,SF-20965,OFF-ST-10001272,523.48
CA-2016-138009,2016-11-29,2016-12-03,Standard Class,SF-20965,OFF-AR-10004042,161.82
CA-2018-163020,2018-09-15,2018-09-19,Standard Class,MO-17800,FUR-FU-10000221,35.56
CA-2018-153787,2018-05-19,2018-05-23,Standard Class,AT-10735,OFF-AP-10001563,97.16
CA-2018-133431,2018-12-17,2018-12-21,Standard Class,LC-17140,OFF-BI-10000605,15.24
CA-2018-133431,2018-12-17,2018-12-21,Standard Class,LC-17140,OFF-PA-10002615,13.23
US-2017-135720,2017-12-11,2017-12-13,Second Class,FM-14380,OFF-ST-10001963,243.384
US-2017-135720,2017-12-11,2017-12-13,Second Class,FM-14380,TEC-AC-10001267,119.8
US-2017-135720,2017-12-11,2017-12-13,Second Class,FM-14380,TEC-PH-10002103,300.768
CA-2018-144694,2018-09-24,2018-09-26,Second Class,BD-11605,TEC-AC-10002857,17.88
CA-2018-144694,2018-09-24,2018-09-26,Second Class,BD-11605,OFF-LA-10003930,235.944
CA-2016-168004,2016-10-04,2016-10-09,Second Class,DJ-13420,FUR-CH-10001482,392.94
US-2017-123470,2017-08-15,2017-08-21,Standard Class,ME-17725,OFF-BI-10001989,18.882
US-2017-123470,2017-08-15,2017-08-21,Standard Class,ME-17725,OFF-AP-10003287,122.328
CA-2017-115917,2017-05-20,2017-05-25,Standard Class,RB-19465,FUR-FU-10000576,1049.2
CA-2017-115917,2017-05-20,2017-05-25,Standard Class,RB-19465,OFF-BI-10004728,15.424
CA-2017-147067,2017-12-18,2017-12-22,Standard Class,JD-16150,FUR-FU-10000732,18.84
CA-2018-167913,2018-07-30,2018-08-03,Second Class,JL-15835,OFF-ST-10000585,330.4
CA-2018-167913,2018-07-30,2018-08-03,Second Class,JL-15835,OFF-LA-10002787,26.25
CA-2018-106103,2018-06-10,2018-06-15,Standard Class,SC-20305,TEC-AC-10003832,132.52
US-2018-127719,2018-07-21,2018-07-25,Standard Class,TW-21025,OFF-PA-10001934,6.48
CA-2018-126221,2018-12-30,2019-01-05,Standard Class,CC-12430,OFF-AP-10002457,209.3
CA-2017-103947,2017-04-01,2017-04-08,Standard Class,BB-10990,OFF-FA-10003112,31.56
CA-2017-103947,2017-04-01,2017-04-08,Standard Class,BB-10990,OFF-AP-10002350,30.144
CA-2017-160745,2017-12-11,2017-12-16,Second Class,AR-10825,FUR-FU-10001935,14.8
CA-2017-160745,2017-12-11,2017-12-16,Second Class,AR-10825,TEC-PH-10003273,302.376
CA-2017-160745,2017-12-11,2017-12-16,Second Class,AR-10825,TEC-AC-10001142,316
CA-2017-132661,2017-10-23,2017-10-29,Standard Class,SR-20740,OFF-PA-10000482,379.4
CA-2018-140844,2018-06-19,2018-06-23,Standard Class,AR-10405,OFF-PA-10003892,97.82
CA-2018-140844,2018-06-19,2018-06-23,Standard Class,AR-10405,TEC-AC-10001101,103.12
CA-2017-137239,2017-08-22,2017-08-28,Standard Class,CR-12730,OFF-AP-10002439,113.552
CA-2017-137239,2017-08-22,2017-08-28,Standard Class,CR-12730,OFF-BI-10002827,3.318
CA-2017-137239,2017-08-22,2017-08-28,Standard Class,CR-12730,OFF-EN-10002230,134.288
US-2017-156097,2017-09-19,2017-09-19,Same Day,EH-14125,FUR-CH-10001215,701.372
US-2017-156097,2017-09-19,2017-09-19,Same Day,EH-14125,OFF-BI-10004654,2.308
CA-2016-146563,2016-08-24,2016-08-28,Standard Class,CB-12025,OFF-ST-10001490,999.432
CA-2016-146563,2016-08-24,2016-08-28,Standard Class,CB-12025,OFF-ST-10001511,724.08
CA-2016-146563,2016-08-24,2016-08-28,Standard Class,CB-12025,FUR-TA-10001768,918.785
CA-2016-146563,2016-08-24,2016-08-28,Standard Class,CB-12025,OFF-BI-10003981,2.724
CA-2017-123666,2017-03-26,2017-03-30,Standard Class,SP-20545,OFF-ST-10001522,459.95
CA-2017-143308,2017-11-04,2017-11-04,Same Day,RC-19825,OFF-FA-10000621,10.74
CA-2018-132682,2018-06-08,2018-06-10,Second Class,TH-21235,OFF-SU-10004231,23.76
CA-2018-132682,2018-06-08,2018-06-10,Second Class,TH-21235,OFF-PA-10000474,85.056
CA-2018-132682,2018-06-08,2018-06-10,Second Class,TH-21235,TEC-PH-10004042,381.576
CA-2015-156314,2015-12-24,2015-12-26,First Class,RP-19390,FUR-FU-10003096,30.36
US-2018-106663,2018-06-09,2018-06-13,Standard Class,MO-17800,FUR-FU-10002759,23.976
US-2018-106663,2018-06-09,2018-06-13,Standard Class,MO-17800,FUR-TA-10000688,108.925
US-2018-106663,2018-06-09,2018-06-13,Standard Class,MO-17800,OFF-PA-10002377,36.352
CA-2018-111178,2018-06-15,2018-06-22,Standard Class,TD-20995,OFF-AR-10001954,19.56
CA-2018-130351,2018-12-05,2018-12-08,First Class,RB-19570,OFF-AP-10004532,61.44
CA-2018-130351,2018-12-05,2018-12-08,First Class,RB-19570,OFF-PA-10002137,38.9
CA-2018-130351,2018-12-05,2018-12-08,First Class,RB-19570,TEC-AC-10003832,99.39
US-2018-119438,2018-03-18,2018-03-23,Standard Class,CD-11980,OFF-AP-10000804,2.688
US-2018-119438,2018-03-18,2018-03-23,Standard Class,CD-11980,TEC-AC-10003614,27.816
US-2018-119438,2018-03-18,2018-03-23,Standard Class,CD-11980,FUR-FU-10003553,82.524
US-2018-119438,2018-03-18,2018-03-23,Standard Class,CD-11980,OFF-BI-10004632,182.994
CA-2017-164511,2017-11-19,2017-11-24,Standard Class,DJ-13630,OFF-BI-10003305,14.352
CA-2017-164511,2017-11-19,2017-11-24,Standard Class,DJ-13630,OFF-ST-10002583,64.96
CA-2017-164511,2017-11-19,2017-11-24,Standard Class,DJ-13630,OFF-ST-10004507,68.6
US-2018-168116,2018-11-04,2018-11-04,Same Day,GT-14635,TEC-MA-10004125,7999.98
US-2018-168116,2018-11-04,2018-11-04,Same Day,GT-14635,OFF-AP-10002457,167.44
CA-2015-157784,2015-07-05,2015-07-08,First Class,MC-17845,TEC-AC-10003911,479.97
CA-2015-157784,2015-07-05,2015-07-08,First Class,MC-17845,OFF-LA-10001934,14.62
CA-2015-157784,2015-07-05,2015-07-08,First Class,MC-17845,OFF-PA-10000304,19.44
CA-2018-161480,2018-12-25,2018-12-29,Standard Class,RA-19285,FUR-BO-10004015,191.984
US-2015-117135,2015-06-21,2015-06-23,Second Class,NP-18325,FUR-FU-10004071,104.01
US-2015-117135,2015-06-21,2015-06-23,Second Class,NP-18325,TEC-PH-10002033,284.82
US-2015-117135,2015-06-21,2015-06-23,Second Class,NP-18325,OFF-ST-10002444,36.84
CA-2016-131534,2016-03-28,2016-04-02,Standard Class,AB-10165,TEC-AC-10002253,166.24
CA-2016-131534,2016-03-28,2016-04-02,Standard Class,AB-10165,OFF-PA-10000743,33.4
CA-2016-119291,2016-05-14,2016-05-17,First Class,JO-15550,OFF-AR-10003373,198.272
CA-2016-119291,2016-05-14,2016-05-17,First Class,JO-15550,OFF-LA-10002312,47.36
CA-2016-119291,2016-05-14,2016-05-17,First Class,JO-15550,OFF-EN-10000927,200.984
CA-2016-119291,2016-05-14,2016-05-17,First Class,JO-15550,OFF-LA-10003510,97.696
CA-2016-119291,2016-05-14,2016-05-17,First Class,JO-15550,OFF-AR-10001118,2.696
CA-2016-119291,2016-05-14,2016-05-17,First Class,JO-15550,OFF-BI-10001575,18.588
CA-2016-119291,2016-05-14,2016-05-17,First Class,JO-15550,OFF-BI-10001982,4.896
CA-2018-114552,2018-09-02,2018-09-08,Standard Class,Dl-13600,FUR-FU-10002960,15.072
CA-2017-163755,2017-11-04,2017-11-08,Second Class,AS-10285,FUR-FU-10003394,209.88
CA-2016-142027,2016-04-09,2016-04-14,Standard Class,JK-15370,FUR-TA-10002774,369.912
CA-2015-138527,2015-09-12,2015-09-17,Standard Class,BN-11470,OFF-PA-10001800,10.368
CA-2015-138527,2015-09-12,2015-09-17,Standard Class,BN-11470,OFF-AP-10001469,166.84
CA-2015-138527,2015-09-12,2015-09-17,Standard Class,BN-11470,TEC-AC-10002399,15.216
CA-2015-112158,2015-12-02,2015-12-04,First Class,DP-13165,TEC-AC-10003628,119.96
CA-2015-112158,2015-12-02,2015-12-04,First Class,DP-13165,FUR-BO-10003272,883.92
CA-2015-112158,2015-12-02,2015-12-04,First Class,DP-13165,OFF-BI-10000050,46.72
CA-2015-113887,2015-04-05,2015-04-07,First Class,TH-21550,OFF-PA-10004071,55.48
CA-2018-146136,2018-09-03,2018-09-07,Standard Class,AP-10915,OFF-EN-10001219,24.448
US-2018-100048,2018-05-19,2018-05-24,Standard Class,RS-19765,OFF-AP-10001154,281.34
US-2018-100048,2018-05-19,2018-05-24,Standard Class,RS-19765,TEC-PH-10003012,307.98
US-2018-100048,2018-05-19,2018-05-24,Standard Class,RS-19765,TEC-AC-10001606,299.97
CA-2015-153150,2015-07-01,2015-07-06,Second Class,Dl-13600,OFF-BI-10003355,19.92
CA-2015-130092,2015-01-11,2015-01-14,First Class,SV-20365,FUR-FU-10000010,9.94
CA-2018-108910,2018-09-24,2018-09-29,Standard Class,KC-16540,FUR-FU-10002253,103.056
CA-2015-104472,2015-06-02,2015-06-07,Standard Class,CK-12325,OFF-BI-10001658,59.808
CA-2015-104472,2015-06-02,2015-06-07,Standard Class,CK-12325,FUR-FU-10000246,73.32
CA-2017-112942,2017-02-13,2017-02-18,Standard Class,RD-19810,OFF-PA-10004092,146.82
CA-2017-142335,2017-12-15,2017-12-19,Standard Class,MP-17965,FUR-TA-10000198,1652.94
CA-2017-142335,2017-12-15,2017-12-19,Standard Class,MP-17965,OFF-ST-10000036,296.37
CA-2015-117429,2015-10-07,2015-10-13,Standard Class,MR-17545,FUR-FU-10000222,129.92
CA-2017-114713,2017-07-07,2017-07-12,Standard Class,SC-20695,OFF-SU-10004664,45.584
CA-2018-144113,2018-09-16,2018-09-20,Standard Class,JF-15355,OFF-EN-10001141,17.568
CA-2018-144113,2018-09-16,2018-09-20,Standard Class,JF-15355,TEC-PH-10002170,55.992
US-2017-150861,2017-12-03,2017-12-06,First Class,EG-13900,OFF-PA-10001954,182.72
US-2017-150861,2017-12-03,2017-12-06,First Class,EG-13900,FUR-TA-10002228,400.032
US-2017-150861,2017-12-03,2017-12-06,First Class,EG-13900,OFF-ST-10004634,33.63
US-2017-150861,2017-12-03,2017-12-06,First Class,EG-13900,FUR-CH-10002965,542.646
US-2017-150861,2017-12-03,2017-12-06,First Class,EG-13900,OFF-LA-10001317,6.3
CA-2018-131954,2018-01-21,2018-01-25,Standard Class,DS-13030,OFF-ST-10000736,242.94
CA-2018-131954,2018-01-21,2018-01-25,Standard Class,DS-13030,TEC-AC-10003610,179.97
CA-2018-131954,2018-01-21,2018-01-25,Standard Class,DS-13030,OFF-BI-10003982,99.696
CA-2018-131954,2018-01-21,2018-01-25,Standard Class,DS-13030,OFF-BI-10003291,27.936
CA-2018-131954,2018-01-21,2018-01-25,Standard Class,DS-13030,FUR-BO-10001619,84.98
CA-2018-131954,2018-01-21,2018-01-25,Standard Class,DS-13030,OFF-BI-10000138,18.72
CA-2015-132500,2015-09-08,2015-09-12,Standard Class,GZ-14470,TEC-AC-10001383,49.98
CA-2015-112326,2015-01-04,2015-01-08,Standard Class,PO-19195,OFF-LA-10003223,11.784
CA-2015-112326,2015-01-04,2015-01-08,Standard Class,PO-19195,OFF-ST-10002743,272.736
CA-2015-112326,2015-01-04,2015-01-08,Standard Class,PO-19195,OFF-BI-10004094,3.54
US-2017-146710,2017-08-27,2017-09-01,Standard Class,SS-20875,OFF-SU-10004498,51.52
US-2017-146710,2017-08-27,2017-09-01,Standard Class,SS-20875,OFF-PA-10002615,3.528
US-2017-146710,2017-08-27,2017-09-01,Standard Class,SS-20875,OFF-PA-10004971,4.624
US-2017-146710,2017-08-27,2017-09-01,Standard Class,SS-20875,OFF-SU-10004261,55.168
CA-2015-124429,2015-05-27,2015-05-27,Same Day,MH-17785,FUR-TA-10002607,567.12
CA-2015-124429,2015-05-27,2015-05-27,Same Day,MH-17785,OFF-ST-10001809,359.32
CA-2017-150889,2017-03-20,2017-03-22,Second Class,PB-19105,TEC-PH-10000004,11.992
CA-2018-126074,2018-10-02,2018-10-06,Standard Class,RF-19735,OFF-BI-10003638,58.05
CA-2018-126074,2018-10-02,2018-10-06,Standard Class,RF-19735,FUR-FU-10003577,157.74
CA-2018-126074,2018-10-02,2018-10-06,Standard Class,RF-19735,OFF-AR-10003478,56.98
CA-2018-126074,2018-10-02,2018-10-06,Standard Class,RF-19735,OFF-BI-10000546,2.88
CA-2017-110499,2017-04-07,2017-04-09,First Class,YC-21895,TEC-CO-10002095,1199.976
CA-2016-135272,2016-12-07,2016-12-12,Standard Class,MS-17830,FUR-FU-10002759,79.92
CA-2017-140928,2017-09-18,2017-09-22,Standard Class,NB-18655,FUR-TA-10001095,383.438
CA-2015-106803,2015-12-29,2016-01-02,Standard Class,DC-13285,OFF-ST-10002444,24.56
CA-2015-106803,2015-12-29,2016-01-02,Standard Class,DC-13285,TEC-AC-10001267,119.8
CA-2018-117240,2018-07-23,2018-07-28,Standard Class,CP-12340,OFF-BI-10000848,13.128
CA-2018-133333,2018-09-18,2018-09-22,Standard Class,BF-11020,OFF-PA-10002377,22.72
CA-2016-112319,2016-08-31,2016-09-05,Standard Class,AR-10510,OFF-PA-10003441,58.32
CA-2018-126046,2018-11-03,2018-11-07,Standard Class,JC-16105,OFF-LA-10004484,12.39
CA-2016-114923,2016-02-08,2016-02-13,Standard Class,LH-17020,TEC-PH-10003931,107.982
CA-2015-162775,2015-01-13,2015-01-15,Second Class,CS-12250,OFF-EN-10001990,11.36
CA-2015-162775,2015-01-13,2015-01-15,Second Class,CS-12250,OFF-EN-10001532,50.94
CA-2015-162775,2015-01-13,2015-01-15,Second Class,CS-12250,TEC-AC-10003174,646.74
CA-2015-162775,2015-01-13,2015-01-15,Second Class,CS-12250,OFF-BI-10004187,5.64
CA-2015-162775,2015-01-13,2015-01-15,Second Class,CS-12250,OFF-ST-10000025,572.58
CA-2015-106810,2015-05-14,2015-05-20,Standard Class,AJ-10795,FUR-FU-10004306,310.88
CA-2017-157245,2017-05-19,2017-05-24,Standard Class,LE-16810,FUR-CH-10003746,641.96
CA-2018-104220,2018-01-30,2018-02-05,Standard Class,BV-11245,OFF-BI-10001036,18.28
CA-2018-104220,2018-01-30,2018-02-05,Standard Class,BV-11245,TEC-PH-10004614,207
CA-2018-104220,2018-01-30,2018-02-05,Standard Class,BV-11245,OFF-BI-10000301,32.35
CA-2018-104220,2018-01-30,2018-02-05,Standard Class,BV-11245,OFF-BI-10003910,7.71
CA-2018-104220,2018-01-30,2018-02-05,Standard Class,BV-11245,OFF-AR-10004648,40.3
CA-2018-104220,2018-01-30,2018-02-05,Standard Class,BV-11245,FUR-FU-10002597,34.58
CA-2015-165974,2015-06-29,2015-07-06,Standard Class,DL-12865,OFF-AR-10003405,32.76
CA-2016-144267,2016-08-21,2016-08-23,First Class,NZ-18565,FUR-CH-10002335,544.008
CA-2016-144267,2016-08-21,2016-08-23,First Class,NZ-18565,OFF-PA-10000157,59.94
CA-2016-144267,2016-08-21,2016-08-23,First Class,NZ-18565,OFF-PA-10001947,23.92
CA-2016-144267,2016-08-21,2016-08-23,First Class,NZ-18565,OFF-PA-10003657,4.28
US-2016-157014,2016-10-03,2016-10-06,Second Class,BM-11785,OFF-BI-10001098,32.07
US-2016-157014,2016-10-03,2016-10-06,Second Class,BM-11785,TEC-AC-10002167,24
US-2016-157014,2016-10-03,2016-10-06,Second Class,BM-11785,FUR-BO-10004409,35.49
US-2016-157014,2016-10-03,2016-10-06,Second Class,BM-11785,TEC-AC-10000057,47.984
CA-2016-154921,2016-05-23,2016-05-28,Standard Class,EA-14035,OFF-EN-10000056,186.69
CA-2018-129567,2018-03-17,2018-03-21,Second Class,CL-12565,OFF-BI-10000014,17.456
CA-2016-154620,2016-12-12,2016-12-16,Standard Class,LT-17110,FUR-CH-10004675,348.928
CA-2016-115938,2016-06-26,2016-06-30,Standard Class,SA-20830,OFF-BI-10001543,143.96
CA-2016-115938,2016-06-26,2016-06-30,Standard Class,SA-20830,OFF-ST-10001321,15.42
CA-2016-115938,2016-06-26,2016-06-30,Standard Class,SA-20830,OFF-BI-10001132,43.04
CA-2016-115938,2016-06-26,2016-06-30,Standard Class,SA-20830,FUR-CH-10003199,332.94
CA-2017-105256,2017-05-20,2017-05-20,Same Day,JK-15730,TEC-PH-10001530,1363.96
CA-2015-156433,2015-09-20,2015-09-26,Standard Class,ES-14020,OFF-LA-10001569,9.96
CA-2015-156433,2015-09-20,2015-09-26,Standard Class,ES-14020,OFF-PA-10003724,21.72
CA-2018-151428,2018-09-21,2018-09-26,Standard Class,RH-19495,OFF-BI-10000546,20.16
CA-2016-124653,2016-12-24,2016-12-26,First Class,DB-13120,OFF-PA-10000176,132.79
CA-2016-124653,2016-12-24,2016-12-26,First Class,DB-13120,OFF-PA-10002365,12.96
CA-2016-124653,2016-12-24,2016-12-26,First Class,DB-13120,OFF-LA-10002271,21.56
CA-2016-101910,2016-11-27,2016-12-03,Standard Class,CD-11920,FUR-CH-10002647,283.92
CA-2018-105809,2018-02-20,2018-02-23,First Class,HW-14935,FUR-FU-10004090,22.23
CA-2018-105809,2018-02-20,2018-02-23,First Class,HW-14935,TEC-PH-10001580,215.968
CA-2017-136133,2017-08-18,2017-08-23,Second Class,HW-14935,OFF-AP-10000576,355.32
CA-2017-115504,2017-03-12,2017-03-17,Standard Class,MC-18130,OFF-PA-10003953,12.96
CA-2018-135783,2018-04-22,2018-04-24,First Class,GM-14440,FUR-FU-10000794,18.28
CA-2015-134313,2015-11-01,2015-11-07,Standard Class,RA-19915,OFF-AR-10001897,43.176
CA-2015-134313,2015-11-01,2015-11-07,Standard Class,RA-19915,TEC-PH-10001795,1983.968
CA-2016-140921,2016-02-03,2016-02-05,First Class,AA-10375,FUR-FU-10003347,28.4
CA-2016-140921,2016-02-03,2016-02-05,First Class,AA-10375,TEC-AC-10004901,149.97
CA-2015-151995,2015-10-13,2015-10-15,First Class,ZC-21910,OFF-AR-10003190,11.52
CA-2015-151995,2015-10-13,2015-10-15,First Class,ZC-21910,FUR-TA-10002903,1298.55
CA-2015-151995,2015-10-13,2015-10-15,First Class,ZC-21910,OFF-AP-10000240,213.92
CA-2015-151995,2015-10-13,2015-10-15,First Class,ZC-21910,TEC-AC-10001101,25.78
CA-2018-143686,2018-05-14,2018-05-14,Same Day,PJ-19015,FUR-FU-10000794,18.28
CA-2018-143686,2018-05-14,2018-05-14,Same Day,PJ-19015,TEC-AC-10001838,1399.93
CA-2016-106565,2016-03-20,2016-03-23,First Class,BW-11110,OFF-PA-10000061,51.84
CA-2017-149370,2017-09-15,2017-09-19,Standard Class,DB-13210,OFF-PA-10003651,5.344
CA-2015-140858,2015-06-28,2015-07-02,Standard Class,CA-12775,OFF-PA-10000304,41.472
CA-2015-140858,2015-06-28,2015-07-02,Standard Class,CA-12775,OFF-BI-10003094,3.168
CA-2015-140858,2015-06-28,2015-07-02,Standard Class,CA-12775,FUR-CH-10001394,1228.465
CA-2015-140858,2015-06-28,2015-07-02,Standard Class,CA-12775,OFF-BI-10004230,31.086
CA-2015-140858,2015-06-28,2015-07-02,Standard Class,CA-12775,OFF-PA-10003395,335.52
CA-2018-101434,2018-06-20,2018-06-27,Standard Class,TR-21325,TEC-AC-10002402,239.97
CA-2018-101434,2018-06-20,2018-06-27,Standard Class,TR-21325,OFF-LA-10003223,9.82
US-2015-102071,2015-05-09,2015-05-15,Standard Class,PG-18820,TEC-AC-10003441,67.8
US-2015-102071,2015-05-09,2015-05-15,Standard Class,PG-18820,TEC-AC-10000109,167.97
CA-2018-126956,2018-08-21,2018-08-28,Standard Class,GT-14710,OFF-FA-10002280,35
CA-2018-126956,2018-08-21,2018-08-28,Standard Class,GT-14710,OFF-SU-10000381,37.24
CA-2018-126956,2018-08-21,2018-08-28,Standard Class,GT-14710,OFF-EN-10004459,15.28
CA-2018-129462,2018-06-16,2018-06-21,Second Class,JE-15745,FUR-CH-10000665,301.96
CA-2018-129462,2018-06-16,2018-06-21,Second Class,JE-15745,OFF-AP-10003884,180.66
CA-2018-129462,2018-06-16,2018-06-21,Second Class,JE-15745,TEC-PH-10001557,191.98
CA-2018-129462,2018-06-16,2018-06-21,Second Class,JE-15745,TEC-PH-10002085,65.99
CA-2017-165316,2017-07-23,2017-07-27,Standard Class,JB-15400,OFF-AR-10002956,35.216
CA-2017-165316,2017-07-23,2017-07-27,Standard Class,JB-15400,OFF-AP-10003266,23.696
CA-2017-165316,2017-07-23,2017-07-27,Standard Class,JB-15400,TEC-MA-10004002,265.475
US-2015-115987,2015-09-08,2015-09-13,Second Class,LH-17020,OFF-BI-10001071,51.184
US-2018-156083,2018-11-04,2018-11-11,Standard Class,JL-15175,OFF-PA-10001560,9.664
US-2017-137547,2017-03-07,2017-03-12,Standard Class,EB-13705,TEC-PH-10002365,21.072
CA-2016-100454,2016-11-20,2016-11-25,Standard Class,BM-11650,OFF-AR-10004648,60.45
CA-2016-100454,2016-11-20,2016-11-25,Standard Class,BM-11650,OFF-AR-10002578,11.52
CA-2016-100454,2016-11-20,2016-11-25,Standard Class,BM-11650,FUR-BO-10001519,186.048
CA-2017-161669,2017-11-07,2017-11-09,First Class,EM-14095,OFF-BI-10001294,37.44
CA-2017-161669,2017-11-07,2017-11-09,First Class,EM-14095,OFF-BI-10001636,26.976
CA-2017-161669,2017-11-07,2017-11-09,First Class,EM-14095,OFF-SU-10002503,11.36
CA-2017-161669,2017-11-07,2017-11-09,First Class,EM-14095,OFF-LA-10004093,14.62
CA-2016-114300,2016-10-13,2016-10-17,Standard Class,AF-10885,TEC-PH-10001552,83.72
CA-2016-114300,2016-10-13,2016-10-17,Standard Class,AF-10885,FUR-CH-10001891,287.94
CA-2018-107503,2018-01-01,2018-01-06,Standard Class,GA-14725,FUR-FU-10003878,48.896
CA-2015-107755,2015-02-07,2015-02-12,Standard Class,CK-12760,TEC-AC-10000710,115.36
CA-2017-152534,2017-06-20,2017-06-25,Second Class,DP-13105,OFF-AR-10002335,5.16
CA-2017-152534,2017-06-20,2017-06-25,Second Class,DP-13105,OFF-PA-10001870,38.88
CA-2017-113747,2017-05-28,2017-06-04,Standard Class,VD-21670,OFF-AR-10003373,185.88
CA-2017-123274,2017-02-19,2017-02-24,Standard Class,GT-14710,FUR-FU-10004090,44.46
CA-2017-123274,2017-02-19,2017-02-24,Standard Class,GT-14710,OFF-ST-10000736,242.94
CA-2015-125612,2015-08-03,2015-08-08,Standard Class,BK-11260,OFF-PA-10001019,39.96
CA-2015-125612,2015-08-03,2015-08-08,Standard Class,BK-11260,OFF-SU-10002537,102.3
CA-2015-125612,2015-08-03,2015-08-08,Standard Class,BK-11260,OFF-ST-10003221,21.36
CA-2018-161984,2018-04-10,2018-04-15,Standard Class,SJ-20125,OFF-PA-10004569,7.61
CA-2018-161984,2018-04-10,2018-04-15,Standard Class,SJ-20125,OFF-FA-10000624,7.16
CA-2015-133851,2015-06-09,2015-06-16,Standard Class,CM-12445,OFF-SU-10001225,7.36
CA-2015-133851,2015-06-09,2015-06-16,Standard Class,CM-12445,OFF-AR-10003752,23.1
CA-2017-134474,2017-01-05,2017-01-07,Second Class,AJ-10795,TEC-AC-10001714,191.472
CA-2017-134474,2017-01-05,2017-01-07,Second Class,AJ-10795,OFF-AR-10003958,5.248
CA-2017-134474,2017-01-05,2017-01-07,Second Class,AJ-10795,TEC-PH-10002923,59.184
CA-2015-149020,2015-01-10,2015-01-15,Standard Class,AJ-10780,OFF-LA-10004272,2.89
CA-2015-149020,2015-01-10,2015-01-15,Standard Class,AJ-10780,FUR-FU-10000965,51.94
CA-2017-134362,2017-09-29,2017-10-02,First Class,LS-16945,OFF-LA-10004853,15.936
CA-2015-136742,2015-04-06,2015-04-10,Standard Class,GP-14740,OFF-BI-10003719,44.91
CA-2017-158099,2017-09-03,2017-09-05,First Class,PK-18910,OFF-BI-10000545,1141.47
CA-2017-158099,2017-09-03,2017-09-05,First Class,PK-18910,TEC-PH-10002496,280.782
CA-2016-131128,2016-10-19,2016-10-20,First Class,TB-21520,OFF-PA-10003591,34.44
CA-2015-148488,2015-12-10,2015-12-15,Standard Class,SM-20005,OFF-PA-10004470,11.36
CA-2015-148488,2015-12-10,2015-12-15,Standard Class,SM-20005,OFF-BI-10000315,106.344
CA-2018-114636,2018-08-25,2018-08-29,Standard Class,GA-14725,OFF-PA-10001790,192.16
CA-2017-116736,2017-01-17,2017-01-21,Standard Class,CC-12430,FUR-FU-10004017,322.59
CA-2017-116736,2017-01-17,2017-01-21,Standard Class,CC-12430,TEC-AC-10003628,29.99
CA-2017-116736,2017-01-17,2017-01-21,Standard Class,CC-12430,TEC-AC-10002049,371.97
US-2015-158638,2015-09-17,2015-09-21,Standard Class,AG-10765,OFF-BI-10003712,5.892
CA-2018-111689,2018-11-30,2018-12-02,Second Class,HP-14815,OFF-BI-10003984,68.472
CA-2018-111689,2018-11-30,2018-12-02,Second Class,HP-14815,FUR-CH-10004287,1242.9
CA-2016-129098,2016-10-09,2016-10-13,Standard Class,DK-13090,OFF-ST-10001321,30.84
US-2018-123463,2018-12-23,2018-12-23,Same Day,GZ-14470,OFF-AR-10001118,13.48
CA-2017-165148,2017-10-22,2017-10-24,First Class,PM-19135,FUR-FU-10000732,31.4
CA-2015-134061,2015-04-29,2015-05-04,Standard Class,LL-16840,FUR-FU-10001424,17.46
CA-2016-143602,2016-04-25,2016-04-28,Second Class,JS-15595,OFF-BI-10002071,13.944
CA-2018-115364,2018-06-26,2018-07-02,Standard Class,OT-18730,OFF-ST-10002486,83.76
CA-2018-150707,2018-10-14,2018-10-19,Standard Class,EL-13735,OFF-BI-10001078,37.66
CA-2015-104976,2015-12-09,2015-12-16,Standard Class,CK-12760,OFF-PA-10003845,34.68
CA-2018-132934,2018-06-20,2018-06-26,Standard Class,JE-15475,TEC-AC-10000927,149.95
CA-2018-132934,2018-06-20,2018-06-26,Standard Class,JE-15475,OFF-BI-10001098,51.312
CA-2018-133256,2018-06-26,2018-06-27,First Class,TH-21550,OFF-PA-10001622,4.54
CA-2018-133256,2018-06-26,2018-06-27,First Class,TH-21550,OFF-AR-10003158,15.92
CA-2018-133256,2018-06-26,2018-06-27,First Class,TH-21550,TEC-PH-10002660,543.92
CA-2017-105494,2017-11-10,2017-11-12,First Class,PC-18745,OFF-ST-10002205,155.82
CA-2017-105494,2017-11-10,2017-11-12,First Class,PC-18745,OFF-BI-10003364,70.008
CA-2017-140634,2017-10-03,2017-10-06,Second Class,HL-15040,OFF-EN-10001099,15.648
CA-2015-144407,2015-09-09,2015-09-15,Standard Class,MS-17365,OFF-LA-10003923,103.6
CA-2018-160983,2018-10-29,2018-10-31,Second Class,GB-14530,OFF-PA-10002250,46.96
